method,case_id,scan_id,agent_group,agent_number,target_id,pwgs_pair_count,target_mean_pwgs,in_common_support
Qwen-Thinking,17DRP5sb8fy_case_0036,17DRP5sb8fy,multi,5,3,1,0.6083207314533373,0
Qwen-Thinking,17DRP5sb8fy_case_0038,17DRP5sb8fy,multi,5,1,3,0.6252279756000004,1
Qwen-Thinking,17DRP5sb8fy_case_0038,17DRP5sb8fy,multi,5,4,4,0.41232153347760836,1
Qwen-Thinking,17DRP5sb8fy_case_0039,17DRP5sb8fy,multi,5,4,3,0.6130375892422313,1
Qwen-Thinking,17DRP5sb8fy_case_0039,17DRP5sb8fy,multi,5,6,5,0.6739716530513915,1
Qwen-Thinking,17DRP5sb8fy_case_0040,17DRP5sb8fy,multi,5,0,1,0.7107037480863372,1
Qwen-Thinking,17DRP5sb8fy_case_0040,17DRP5sb8fy,multi,5,1,4,0.6027314016071971,1
Qwen-Thinking,17DRP5sb8fy_case_0040,17DRP5sb8fy,multi,5,3,3,0.7953819351531868,1
Qwen-Thinking,17DRP5sb8fy_case_0040,17DRP5sb8fy,multi,5,4,4,0.5046013738716504,1
Qwen-Thinking,17DRP5sb8fy_case_0040,17DRP5sb8fy,multi,5,5,11,0.5705755072882185,1
Qwen-Thinking,17DRP5sb8fy_case_0040,17DRP5sb8fy,multi,5,7,1,0.8279521564120867,1
Qwen-Thinking,17DRP5sb8fy_case_0041,17DRP5sb8fy,multi,5,5,1,0.6819816343406049,1
Qwen-Thinking,17DRP5sb8fy_case_0042,17DRP5sb8fy,multi,5,3,3,0.7581947196296337,0
Qwen-Thinking,17DRP5sb8fy_case_0043,17DRP5sb8fy,multi,5,3,3,0.7882740524217843,1
Qwen-Thinking,17DRP5sb8fy_case_0043,17DRP5sb8fy,multi,5,5,1,0.6564080954015461,1
Qwen-Thinking,17DRP5sb8fy_case_0044,17DRP5sb8fy,multi,5,4,4,0.260581630639973,1
Qwen-Thinking,17DRP5sb8fy_case_0044,17DRP5sb8fy,multi,5,5,1,0.6100575594423754,1
Qwen-Thinking,17DRP5sb8fy_case_0045,17DRP5sb8fy,multi,5,1,3,0.5636918971249915,1
Qwen-Thinking,17DRP5sb8fy_case_0045,17DRP5sb8fy,multi,5,3,6,0.8015159660046782,1
Qwen-Thinking,17DRP5sb8fy_case_0045,17DRP5sb8fy,multi,5,4,6,0.6230606569908875,1
Qwen-Thinking,17DRP5sb8fy_case_0045,17DRP5sb8fy,multi,5,5,13,0.5724194862305774,1
Qwen-Instant,r47D5H71a5s_case_0007,r47D5H71a5s,single,1,2,5,0.13321635965988138,1
Qwen-Instant,r47D5H71a5s_case_0008,r47D5H71a5s,single,1,0,29,0.7776811692495981,1
Qwen-Instant,r47D5H71a5s_case_0008,r47D5H71a5s,single,1,2,29,0.8753784657045287,1
Qwen-Instant,r47D5H71a5s_case_0008,r47D5H71a5s,single,1,4,29,0.554087956557536,1
Qwen-Instant,r47D5H71a5s_case_0008,r47D5H71a5s,single,1,7,29,0.821820747348526,1
Qwen-Instant,r47D5H71a5s_case_0009,r47D5H71a5s,single,1,0,29,0.27245786534867183,1
Qwen-Instant,r47D5H71a5s_case_0009,r47D5H71a5s,single,1,1,29,0.44856581444199756,1
Qwen-Instant,r47D5H71a5s_case_0009,r47D5H71a5s,single,1,5,29,0.6448162431164313,1
Qwen-Instant,r47D5H71a5s_case_0009,r47D5H71a5s,single,1,6,24,0.8090943610004793,1
Qwen-Instant,r47D5H71a5s_case_0010,r47D5H71a5s,single,1,0,23,0.4903708924754323,1
Qwen-Instant,r47D5H71a5s_case_0010,r47D5H71a5s,single,1,1,16,0.5897842772185169,1
Qwen-Instant,r47D5H71a5s_case_0010,r47D5H71a5s,single,1,2,17,0.5764261989220177,1
Qwen-Instant,r47D5H71a5s_case_0010,r47D5H71a5s,single,1,3,1,0.35795023371795,1
Qwen-Instant,r47D5H71a5s_case_0010,r47D5H71a5s,single,1,4,16,0.5169249724636689,1
Qwen-Instant,r47D5H71a5s_case_0010,r47D5H71a5s,single,1,5,12,0.775219452058931,1
Qwen-Instant,r47D5H71a5s_case_0010,r47D5H71a5s,single,1,6,1,0.8554154020133047,1
Qwen-Instant,r47D5H71a5s_case_0011,r47D5H71a5s,single,1,3,8,0.6182869819004907,1
Qwen-Instant,r47D5H71a5s_case_0012,r47D5H71a5s,single,1,1,29,0.48805818314815436,1
Qwen-Instant,r47D5H71a5s_case_0013,r47D5H71a5s,single,1,0,13,0.6208371555891918,1
Qwen-Instant,r47D5H71a5s_case_0013,r47D5H71a5s,single,1,5,29,0.34351102704990943,1
Qwen-Instant,r47D5H71a5s_case_0013,r47D5H71a5s,single,1,6,4,0.24022364678352928,1
Qwen-Instant,r47D5H71a5s_case_0013,r47D5H71a5s,single,1,7,11,0.6243790920798852,1
Qwen-Instant,r47D5H71a5s_case_0014,r47D5H71a5s,single,1,1,29,0.5861148165645803,1
Qwen-Instant,r47D5H71a5s_case_0014,r47D5H71a5s,single,1,3,29,0.6630797145002267,1
Qwen-Instant,r47D5H71a5s_case_0014,r47D5H71a5s,single,1,4,6,0.6483441828490618,1
Qwen-Instant,r47D5H71a5s_case_0014,r47D5H71a5s,single,1,5,15,0.3664706200311409,1
Qwen-Instant,r47D5H71a5s_case_0015,r47D5H71a5s,single,1,0,23,0.4325106159328495,1
Qwen-Instant,r47D5H71a5s_case_0015,r47D5H71a5s,single,1,1,3,0.562485522674168,1
Qwen-Instant,r47D5H71a5s_case_0015,r47D5H71a5s,single,1,2,28,0.6696456826016585,1
Qwen-Instant,r47D5H71a5s_case_0015,r47D5H71a5s,single,1,3,4,0.3862602169015118,1
Qwen-Instant,r47D5H71a5s_case_0015,r47D5H71a5s,single,1,4,15,0.4894376155062371,1
Qwen-Instant,r47D5H71a5s_case_0015,r47D5H71a5s,single,1,5,7,0.82186235859191,1
Qwen-Instant,r47D5H71a5s_case_0015,r47D5H71a5s,single,1,6,1,0.9144539219092028,1
Qwen-Instant,r47D5H71a5s_case_0016,r47D5H71a5s,multi,3,4,29,0.48299267810320323,1
Qwen-Instant,r47D5H71a5s_case_0017,r47D5H71a5s,multi,3,6,4,0.27540326604888354,1
Qwen-Instant,r47D5H71a5s_case_0018,r47D5H71a5s,multi,3,0,6,0.5768881388918085,1
Qwen-Instant,r47D5H71a5s_case_0018,r47D5H71a5s,multi,3,2,4,0.6126647441056559,1
Qwen-Instant,r47D5H71a5s_case_0018,r47D5H71a5s,multi,3,7,1,0.8204168499639721,1
Qwen-Instant,r47D5H71a5s_case_0019,r47D5H71a5s,multi,3,1,3,0.3216512324987382,1
Qwen-Instant,r47D5H71a5s_case_0019,r47D5H71a5s,multi,3,3,6,0.5268591717426454,1
Qwen-Instant,r47D5H71a5s_case_0019,r47D5H71a5s,multi,3,5,17,0.34933729140513275,1
Qwen-Instant,r47D5H71a5s_case_0020,r47D5H71a5s,multi,3,0,6,0.4516441710566877,1
Qwen-Instant,r47D5H71a5s_case_0020,r47D5H71a5s,multi,3,1,3,0.3440848981217095,1
Qwen-Instant,r47D5H71a5s_case_0020,r47D5H71a5s,multi,3,2,11,0.6332030983145889,1
Qwen-Instant,r47D5H71a5s_case_0020,r47D5H71a5s,multi,3,3,4,0.5754646342218074,1
Qwen-Instant,r47D5H71a5s_case_0020,r47D5H71a5s,multi,3,4,2,0.5160766640607627,1
Qwen-Instant,r47D5H71a5s_case_0020,r47D5H71a5s,multi,3,5,9,0.436302519888674,1
Qwen-Instant,r47D5H71a5s_case_0020,r47D5H71a5s,multi,3,6,6,0.6123995293537158,1
Qwen-Instant,r47D5H71a5s_case_0020,r47D5H71a5s,multi,3,7,3,0.6515817675852427,1
Qwen-Instant,r47D5H71a5s_case_0036,r47D5H71a5s,multi,5,3,2,0.6396416307374897,1
Qwen-Instant,r47D5H71a5s_case_0042,r47D5H71a5s,multi,5,1,2,0.7446585882804106,0
Qwen-Instant,r47D5H71a5s_case_0043,r47D5H71a5s,multi,5,4,1,0.404847534262581,1
Qwen-Instant,r47D5H71a5s_case_0043,r47D5H71a5s,multi,5,6,2,0.4595893363019389,1
Qwen-Instant,r47D5H71a5s_case_0044,r47D5H71a5s,multi,5,1,1,0.6083422891127179,1
Qwen-Instant,r47D5H71a5s_case_0044,r47D5H71a5s,multi,5,5,2,0.5250856465802176,1
Qwen-Instant,r47D5H71a5s_case_0045,r47D5H71a5s,multi,5,0,6,0.5345400841636379,1
Qwen-Instant,r47D5H71a5s_case_0045,r47D5H71a5s,multi,5,1,2,0.6785282048600068,1
Qwen-Instant,r47D5H71a5s_case_0045,r47D5H71a5s,multi,5,2,4,0.7058441577538748,1
Qwen-Instant,r47D5H71a5s_case_0045,r47D5H71a5s,multi,5,3,2,0.6520509397974562,1
Qwen-Instant,zsNo4HB9uLZ_case_0001,zsNo4HB9uLZ,single,1,2,29,0.5669928679685551,0
Qwen-Instant,zsNo4HB9uLZ_case_0002,zsNo4HB9uLZ,single,1,3,1,0.2944514680431749,0
Qwen-Instant,zsNo4HB9uLZ_case_0003,zsNo4HB9uLZ,single,1,1,19,0.8690024186242727,1
Qwen-Instant,zsNo4HB9uLZ_case_0003,zsNo4HB9uLZ,single,1,4,29,0.3321491453034939,1
Qwen-Instant,zsNo4HB9uLZ_case_0003,zsNo4HB9uLZ,single,1,7,10,0.7213859388198633,1
Qwen-Instant,zsNo4HB9uLZ_case_0004,zsNo4HB9uLZ,single,1,0,29,0.4425406397653254,1
Qwen-Instant,zsNo4HB9uLZ_case_0004,zsNo4HB9uLZ,single,1,2,29,0.574664930999483,1
Qwen-Instant,zsNo4HB9uLZ_case_0004,zsNo4HB9uLZ,single,1,5,8,0.7152022349697464,1
Qwen-Instant,zsNo4HB9uLZ_case_0004,zsNo4HB9uLZ,single,1,7,6,0.44855543386517116,1
Qwen-Instant,zsNo4HB9uLZ_case_0005,zsNo4HB9uLZ,single,1,0,2,0.80263944025262,1
Qwen-Instant,zsNo4HB9uLZ_case_0005,zsNo4HB9uLZ,single,1,2,12,0.7397826241488117,1
Qwen-Instant,zsNo4HB9uLZ_case_0005,zsNo4HB9uLZ,single,1,3,2,0.8992181434718456,1
Qwen-Instant,zsNo4HB9uLZ_case_0005,zsNo4HB9uLZ,single,1,4,17,0.4085493846891007,1
Qwen-Instant,zsNo4HB9uLZ_case_0005,zsNo4HB9uLZ,single,1,5,13,0.5189246419561087,1
Qwen-Instant,zsNo4HB9uLZ_case_0005,zsNo4HB9uLZ,single,1,6,11,0.3344948768386758,1
Qwen-Instant,zsNo4HB9uLZ_case_0005,zsNo4HB9uLZ,single,1,7,1,0.5836338252469091,1
Qwen-Instant,zsNo4HB9uLZ_case_0006,zsNo4HB9uLZ,single,1,0,22,0.5476634040585965,1
Qwen-Instant,zsNo4HB9uLZ_case_0008,zsNo4HB9uLZ,single,1,1,13,0.8713481134210668,1
Qwen-Instant,zsNo4HB9uLZ_case_0008,zsNo4HB9uLZ,single,1,4,29,0.37011083801826944,1
Qwen-Instant,zsNo4HB9uLZ_case_0008,zsNo4HB9uLZ,single,1,6,1,0.5268475277862252,1
Qwen-Instant,zsNo4HB9uLZ_case_0008,zsNo4HB9uLZ,single,1,7,1,0.7688730327840916,1
Qwen-Instant,zsNo4HB9uLZ_case_0009,zsNo4HB9uLZ,single,1,3,8,0.25115317305843904,1
Qwen-Instant,zsNo4HB9uLZ_case_0009,zsNo4HB9uLZ,single,1,5,29,0.42164915453316587,1
Qwen-Instant,zsNo4HB9uLZ_case_0009,zsNo4HB9uLZ,single,1,6,29,0.7154926620057939,1
Qwen-Instant,zsNo4HB9uLZ_case_0009,zsNo4HB9uLZ,single,1,7,29,0.25394933257392077,1
Qwen-Instant,zsNo4HB9uLZ_case_0010,zsNo4HB9uLZ,single,1,0,29,0.42431876762615495,1
Qwen-Instant,zsNo4HB9uLZ_case_0010,zsNo4HB9uLZ,single,1,1,29,0.45690404436733717,1
Qwen-Instant,zsNo4HB9uLZ_case_0010,zsNo4HB9uLZ,single,1,2,29,0.586921854380832,1
Qwen-Instant,zsNo4HB9uLZ_case_0010,zsNo4HB9uLZ,single,1,5,2,0.6199353063795854,1
Qwen-Instant,zsNo4HB9uLZ_case_0010,zsNo4HB9uLZ,single,1,6,2,0.9809813716459893,1
Qwen-Instant,zsNo4HB9uLZ_case_0010,zsNo4HB9uLZ,single,1,7,1,0.5589677686279537,1
Qwen-Instant,zsNo4HB9uLZ_case_0011,zsNo4HB9uLZ,single,1,6,11,0.29656188537715505,1
Qwen-Instant,zsNo4HB9uLZ_case_0012,zsNo4HB9uLZ,single,1,7,11,0.7755777294922144,1
Qwen-Instant,zsNo4HB9uLZ_case_0013,zsNo4HB9uLZ,single,1,0,29,0.7801211285212586,1
Qwen-Instant,zsNo4HB9uLZ_case_0013,zsNo4HB9uLZ,single,1,4,29,0.5006363194366332,1
Qwen-Instant,zsNo4HB9uLZ_case_0013,zsNo4HB9uLZ,single,1,6,29,0.5231059266026109,1
Qwen-Instant,zsNo4HB9uLZ_case_0013,zsNo4HB9uLZ,single,1,7,29,0.8128682271545637,1
Qwen-Instant,zsNo4HB9uLZ_case_0014,zsNo4HB9uLZ,single,1,0,3,0.8264877702673825,1
Qwen-Instant,zsNo4HB9uLZ_case_0014,zsNo4HB9uLZ,single,1,6,29,0.40452217329243867,1
Qwen-Instant,zsNo4HB9uLZ_case_0014,zsNo4HB9uLZ,single,1,7,11,0.7402296650887158,1
Qwen-Instant,zsNo4HB9uLZ_case_0015,zsNo4HB9uLZ,single,1,0,5,0.8940967002933897,1
Qwen-Instant,zsNo4HB9uLZ_case_0015,zsNo4HB9uLZ,single,1,1,29,0.8138362401171928,1
Qwen-Instant,zsNo4HB9uLZ_case_0015,zsNo4HB9uLZ,single,1,2,1,0.9426701915222868,1
Qwen-Instant,zsNo4HB9uLZ_case_0015,zsNo4HB9uLZ,single,1,4,29,0.6528565362004328,1
Qwen-Instant,zsNo4HB9uLZ_case_0015,zsNo4HB9uLZ,single,1,5,3,0.7375259149290402,1
Qwen-Instant,zsNo4HB9uLZ_case_0015,zsNo4HB9uLZ,single,1,6,29,0.5302002420199512,1
Qwen-Instant,zsNo4HB9uLZ_case_0015,zsNo4HB9uLZ,single,1,7,29,0.6732534456346259,1
Qwen-Instant,zsNo4HB9uLZ_case_0016,zsNo4HB9uLZ,multi,3,5,4,0.3578716870478456,1
Qwen-Instant,zsNo4HB9uLZ_case_0017,zsNo4HB9uLZ,multi,3,4,3,0.8902141728309996,1
Qwen-Instant,zsNo4HB9uLZ_case_0018,zsNo4HB9uLZ,multi,3,0,13,0.43575258949497636,1
Qwen-Instant,zsNo4HB9uLZ_case_0018,zsNo4HB9uLZ,multi,3,2,1,0.5761543024504944,1
Qwen-Instant,zsNo4HB9uLZ_case_0018,zsNo4HB9uLZ,multi,3,4,3,0.8551353264495859,1
Qwen-Instant,zsNo4HB9uLZ_case_0019,zsNo4HB9uLZ,multi,3,3,1,0.27605697190266376,1
Qwen-Instant,zsNo4HB9uLZ_case_0019,zsNo4HB9uLZ,multi,3,4,7,0.9281908977885829,1
Qwen-Instant,zsNo4HB9uLZ_case_0019,zsNo4HB9uLZ,multi,3,5,4,0.6266292715912464,1
Qwen-Instant,zsNo4HB9uLZ_case_0019,zsNo4HB9uLZ,multi,3,7,1,0.4102446915771709,1
Qwen-Instant,zsNo4HB9uLZ_case_0020,zsNo4HB9uLZ,multi,3,0,7,0.43014556788467573,1
Qwen-Instant,zsNo4HB9uLZ_case_0020,zsNo4HB9uLZ,multi,3,1,13,0.5641150359741604,1
Qwen-Instant,zsNo4HB9uLZ_case_0020,zsNo4HB9uLZ,multi,3,2,6,0.5371978470474114,1
Qwen-Instant,zsNo4HB9uLZ_case_0020,zsNo4HB9uLZ,multi,3,3,1,0.4114138441323161,1
Qwen-Instant,zsNo4HB9uLZ_case_0020,zsNo4HB9uLZ,multi,3,4,17,0.6736576900220714,1
Qwen-Instant,zsNo4HB9uLZ_case_0020,zsNo4HB9uLZ,multi,3,5,5,0.5677412711828829,1
Qwen-Instant,zsNo4HB9uLZ_case_0020,zsNo4HB9uLZ,multi,3,7,3,0.506183583931262,1
Qwen-Instant,zsNo4HB9uLZ_case_0045,zsNo4HB9uLZ,multi,5,0,6,0.6040222375039875,1
Qwen-Instant,zsNo4HB9uLZ_case_0045,zsNo4HB9uLZ,multi,5,2,3,0.6305807473057424,1
Qwen-Instant,zsNo4HB9uLZ_case_0045,zsNo4HB9uLZ,multi,5,3,2,0.6696058377114922,1
Qwen-Instant,zsNo4HB9uLZ_case_0045,zsNo4HB9uLZ,multi,5,4,1,0.5551204834727134,1
Qwen-Instant,zsNo4HB9uLZ_case_0045,zsNo4HB9uLZ,multi,5,5,3,0.5061502604781075,1
Qwen-Instant,JF19kD82Mey_case_0003,JF19kD82Mey,single,1,0,1,0.9704605815872283,1
Qwen-Instant,JF19kD82Mey_case_0003,JF19kD82Mey,single,1,5,4,0.4382402179116963,1
Qwen-Instant,JF19kD82Mey_case_0003,JF19kD82Mey,single,1,7,11,0.8421092448668013,1
Qwen-Instant,JF19kD82Mey_case_0004,JF19kD82Mey,single,1,0,29,0.6246229336019504,1
Qwen-Instant,JF19kD82Mey_case_0004,JF19kD82Mey,single,1,2,29,0.43562383011948425,1
Qwen-Instant,JF19kD82Mey_case_0004,JF19kD82Mey,single,1,4,29,0.7650875016280309,1
Qwen-Instant,JF19kD82Mey_case_0004,JF19kD82Mey,single,1,7,29,0.4895353550172957,1
Qwen-Instant,JF19kD82Mey_case_0006,JF19kD82Mey,single,1,4,1,0.9768064222737967,1
Qwen-Instant,JF19kD82Mey_case_0007,JF19kD82Mey,single,1,0,29,0.7083166257559277,1
Qwen-Instant,JF19kD82Mey_case_0018,JF19kD82Mey,multi,3,0,4,0.8255397262832871,1
Qwen-Instant,JF19kD82Mey_case_0018,JF19kD82Mey,multi,3,4,9,0.6003139059136847,1
Qwen-Instant,JF19kD82Mey_case_0018,JF19kD82Mey,multi,3,5,2,0.634478440542271,1
Qwen-Instant,JF19kD82Mey_case_0020,JF19kD82Mey,multi,3,0,5,0.832709443517655,1
Qwen-Instant,JF19kD82Mey_case_0020,JF19kD82Mey,multi,3,1,6,0.5758051674022149,1
Qwen-Instant,JF19kD82Mey_case_0020,JF19kD82Mey,multi,3,3,2,0.5509853645254557,1
Qwen-Instant,JF19kD82Mey_case_0020,JF19kD82Mey,multi,3,4,8,0.6051428921461118,1
Qwen-Instant,JF19kD82Mey_case_0020,JF19kD82Mey,multi,3,5,2,0.621980449491097,1
Qwen-Instant,JF19kD82Mey_case_0020,JF19kD82Mey,multi,3,6,1,0.3546949969598677,1
Qwen-Instant,JF19kD82Mey_case_0021,JF19kD82Mey,multi,3,7,13,0.8466931948011485,1
Qwen-Instant,JF19kD82Mey_case_0022,JF19kD82Mey,multi,3,6,1,0.44197215839171733,1
Qwen-Instant,JF19kD82Mey_case_0023,JF19kD82Mey,multi,3,2,1,0.4812536628994677,1
Qwen-Instant,JF19kD82Mey_case_0023,JF19kD82Mey,multi,3,4,6,0.6995693898887726,1
Qwen-Instant,JF19kD82Mey_case_0024,JF19kD82Mey,multi,3,0,2,0.522239213854851,1
Qwen-Instant,JF19kD82Mey_case_0024,JF19kD82Mey,multi,3,1,7,0.4838083507412899,1
Qwen-Instant,JF19kD82Mey_case_0024,JF19kD82Mey,multi,3,3,12,0.6364964182667194,1
Qwen-Instant,JF19kD82Mey_case_0025,JF19kD82Mey,multi,3,0,2,0.6895073739374151,1
Qwen-Instant,JF19kD82Mey_case_0025,JF19kD82Mey,multi,3,3,10,0.7295581091270146,1
Qwen-Instant,JF19kD82Mey_case_0025,JF19kD82Mey,multi,3,4,1,0.7091801849879504,1
Qwen-Instant,JF19kD82Mey_case_0025,JF19kD82Mey,multi,3,5,13,0.5379556171750205,1
Qwen-Instant,JF19kD82Mey_case_0025,JF19kD82Mey,multi,3,6,1,0.49097990765337074,1
Qwen-Instant,JF19kD82Mey_case_0025,JF19kD82Mey,multi,3,7,1,0.6342076937637867,1
Qwen-Instant,JF19kD82Mey_case_0028,JF19kD82Mey,multi,3,0,2,0.8526452748003284,1
Qwen-Instant,JF19kD82Mey_case_0028,JF19kD82Mey,multi,3,1,2,0.5538425615347438,1
Qwen-Instant,JF19kD82Mey_case_0028,JF19kD82Mey,multi,3,3,16,0.7843730239379327,1
Qwen-Instant,JF19kD82Mey_case_0029,JF19kD82Mey,multi,3,2,1,0.7512019396220527,1
Qwen-Instant,JF19kD82Mey_case_0029,JF19kD82Mey,multi,3,3,5,0.8204796114582817,1
Qwen-Instant,JF19kD82Mey_case_0029,JF19kD82Mey,multi,3,7,13,0.8189776363286505,1
Qwen-Instant,JF19kD82Mey_case_0030,JF19kD82Mey,multi,3,1,1,0.5356306685253334,1
Qwen-Instant,JF19kD82Mey_case_0030,JF19kD82Mey,multi,3,3,12,0.6672115895896041,1
Qwen-Instant,JF19kD82Mey_case_0030,JF19kD82Mey,multi,3,4,9,0.5553284129960687,1
Qwen-Instant,JF19kD82Mey_case_0031,JF19kD82Mey,multi,5,3,2,0.5215382683273285,1
Qwen-Instant,JF19kD82Mey_case_0033,JF19kD82Mey,multi,5,0,2,0.7221256440547419,1
Qwen-Instant,RPmz2sHmrrY_case_0021,RPmz2sHmrrY,multi,3,0,1,0.5891058842840384,1
Qwen-Instant,RPmz2sHmrrY_case_0022,RPmz2sHmrrY,multi,3,1,3,0.4797993147837098,1
Qwen-Instant,RPmz2sHmrrY_case_0023,RPmz2sHmrrY,multi,3,1,2,0.3615968293684524,1
Qwen-Instant,RPmz2sHmrrY_case_0023,RPmz2sHmrrY,multi,3,5,7,0.5037200318361951,1
Qwen-Instant,RPmz2sHmrrY_case_0023,RPmz2sHmrrY,multi,3,7,8,0.5206917284664264,1
Qwen-Instant,RPmz2sHmrrY_case_0024,RPmz2sHmrrY,multi,3,0,4,0.47053484071975393,1
Qwen-Instant,RPmz2sHmrrY_case_0024,RPmz2sHmrrY,multi,3,2,2,0.8929516439717196,1
Qwen-Instant,RPmz2sHmrrY_case_0024,RPmz2sHmrrY,multi,3,7,3,0.5793850755112662,1
Qwen-Instant,RPmz2sHmrrY_case_0025,RPmz2sHmrrY,multi,3,0,1,0.7509193623643526,1
Qwen-Instant,RPmz2sHmrrY_case_0025,RPmz2sHmrrY,multi,3,1,5,0.5164516444686397,1
Qwen-Instant,RPmz2sHmrrY_case_0025,RPmz2sHmrrY,multi,3,2,23,0.6582218529545967,1
Qwen-Instant,RPmz2sHmrrY_case_0025,RPmz2sHmrrY,multi,3,5,5,0.6441213812700817,1
Qwen-Instant,RPmz2sHmrrY_case_0025,RPmz2sHmrrY,multi,3,7,7,0.5861581609353926,1
Qwen-Instant,RPmz2sHmrrY_case_0026,RPmz2sHmrrY,multi,3,2,6,0.8115372487080252,1
Qwen-Instant,RPmz2sHmrrY_case_0028,RPmz2sHmrrY,multi,3,0,1,0.5576987519189915,1
Qwen-Instant,RPmz2sHmrrY_case_0028,RPmz2sHmrrY,multi,3,4,23,0.7094406957906676,1
Qwen-Instant,RPmz2sHmrrY_case_0028,RPmz2sHmrrY,multi,3,7,12,0.5752553576787104,1
Qwen-Instant,RPmz2sHmrrY_case_0029,RPmz2sHmrrY,multi,3,2,1,0.9443050287090331,1
Qwen-Instant,RPmz2sHmrrY_case_0029,RPmz2sHmrrY,multi,3,4,3,0.5927677758261649,1
Qwen-Instant,RPmz2sHmrrY_case_0029,RPmz2sHmrrY,multi,3,5,2,0.5054291179526068,1
Qwen-Instant,RPmz2sHmrrY_case_0029,RPmz2sHmrrY,multi,3,7,25,0.6722940847540018,1
Qwen-Instant,RPmz2sHmrrY_case_0030,RPmz2sHmrrY,multi,3,0,1,0.6711177986993054,1
Qwen-Instant,RPmz2sHmrrY_case_0030,RPmz2sHmrrY,multi,3,1,2,0.6883184518659714,1
Qwen-Instant,RPmz2sHmrrY_case_0030,RPmz2sHmrrY,multi,3,2,29,0.6392089713936704,1
Qwen-Instant,RPmz2sHmrrY_case_0030,RPmz2sHmrrY,multi,3,5,7,0.6086793078406484,1
Qwen-Instant,RPmz2sHmrrY_case_0030,RPmz2sHmrrY,multi,3,7,9,0.5834873199417028,1
Qwen-Instant,RPmz2sHmrrY_case_0033,RPmz2sHmrrY,multi,5,0,1,0.26780911177421385,1
Qwen-Instant,RPmz2sHmrrY_case_0034,RPmz2sHmrrY,multi,5,1,3,0.5211010148232592,1
Qwen-Instant,RPmz2sHmrrY_case_0034,RPmz2sHmrrY,multi,5,2,5,0.6147174328976173,1
Qwen-Instant,RPmz2sHmrrY_case_0035,RPmz2sHmrrY,multi,5,0,1,0.5904367088372007,1
Qwen-Instant,RPmz2sHmrrY_case_0035,RPmz2sHmrrY,multi,5,1,1,0.6190075406544974,1
Qwen-Instant,RPmz2sHmrrY_case_0035,RPmz2sHmrrY,multi,5,2,3,0.8273385812070858,1
Qwen-Instant,RPmz2sHmrrY_case_0035,RPmz2sHmrrY,multi,5,5,5,0.5996360608976902,1
Qwen-Instant,RPmz2sHmrrY_case_0035,RPmz2sHmrrY,multi,5,6,12,0.5462008656025107,1
Qwen-Instant,RPmz2sHmrrY_case_0036,RPmz2sHmrrY,multi,5,7,13,0.5765002959607392,1
Qwen-Instant,RPmz2sHmrrY_case_0038,RPmz2sHmrrY,multi,5,0,2,0.47206142859380296,1
Qwen-Instant,RPmz2sHmrrY_case_0038,RPmz2sHmrrY,multi,5,2,5,0.5901678610427432,1
Qwen-Instant,RPmz2sHmrrY_case_0038,RPmz2sHmrrY,multi,5,5,5,0.6562637736537471,1
Qwen-Instant,RPmz2sHmrrY_case_0039,RPmz2sHmrrY,multi,5,0,3,0.5555054858895279,1
Qwen-Instant,RPmz2sHmrrY_case_0039,RPmz2sHmrrY,multi,5,1,4,0.5112519792999664,1
Qwen-Instant,RPmz2sHmrrY_case_0039,RPmz2sHmrrY,multi,5,5,2,0.5907793861835615,1
Qwen-Instant,RPmz2sHmrrY_case_0040,RPmz2sHmrrY,multi,5,0,3,0.5976021711275346,1
Qwen-Instant,RPmz2sHmrrY_case_0040,RPmz2sHmrrY,multi,5,1,1,0.601826096854724,1
Qwen-Instant,RPmz2sHmrrY_case_0040,RPmz2sHmrrY,multi,5,2,3,0.830143134487623,1
Qwen-Instant,RPmz2sHmrrY_case_0040,RPmz2sHmrrY,multi,5,3,2,0.7498347441754738,1
Qwen-Instant,RPmz2sHmrrY_case_0040,RPmz2sHmrrY,multi,5,5,4,0.6101642433545401,1
Qwen-Instant,RPmz2sHmrrY_case_0040,RPmz2sHmrrY,multi,5,6,12,0.6317803539716005,1
Qwen-Instant,RPmz2sHmrrY_case_0040,RPmz2sHmrrY,multi,5,7,15,0.624246503594864,1
Qwen-Instant,17DRP5sb8fy_case_0001,17DRP5sb8fy,single,1,0,9,0.37983356074535624,0
Qwen-Instant,17DRP5sb8fy_case_0002,17DRP5sb8fy,single,1,4,29,0.3179785600365498,1
Qwen-Instant,17DRP5sb8fy_case_0003,17DRP5sb8fy,single,1,2,2,0.1901410554528492,1
Qwen-Instant,17DRP5sb8fy_case_0003,17DRP5sb8fy,single,1,5,29,0.3589398003106724,1
Qwen-Instant,17DRP5sb8fy_case_0003,17DRP5sb8fy,single,1,6,3,0.9274543528785686,1
Qwen-Instant,17DRP5sb8fy_case_0003,17DRP5sb8fy,single,1,7,9,0.9565734647640168,1
Qwen-Instant,17DRP5sb8fy_case_0004,17DRP5sb8fy,single,1,0,6,0.23815601228917163,1
Qwen-Instant,17DRP5sb8fy_case_0004,17DRP5sb8fy,single,1,2,12,0.15308871160677429,1
Qwen-Instant,17DRP5sb8fy_case_0004,17DRP5sb8fy,single,1,5,29,0.3819209471317204,1
