method,case_id,scan_id,agent_group,agent_number,target_number,evaluation_status,pwgs_pair_count,evaluable_target_count,empty_support_count,valid_hypothesis_snapshot_count,invalid_hypothesis_snapshot_count,episode_pwgs,episode_target_balanced_pwgs,in_common_support,edge_jnll_status,ungrounded_edge_candidate_count
Qwen-Instant,17DRP5sb8fy_case_0003,17DRP5sb8fy,single,1,4,evaluable,43,4,0,29,0,0.515838617707606,0.6082771683515268,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,17DRP5sb8fy_case_0004,17DRP5sb8fy,single,1,4,evaluable,47,3,0,29,0,0.30514272510289814,0.25772189034255544,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,17DRP5sb8fy_case_0005,17DRP5sb8fy,single,1,8,evaluable,90,6,0,29,0,0.482470698506311,0.6498092618435957,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,17DRP5sb8fy_case_0006,17DRP5sb8fy,single,1,1,evaluable,29,1,0,29,0,0.29732063731093694,0.29732063731093694,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,17DRP5sb8fy_case_0007,17DRP5sb8fy,single,1,1,not_applicable_no_target_hypothesis,0,0,0,1,0,,,0,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,17DRP5sb8fy_case_0033,17DRP5sb8fy,multi,5,4,evaluable,80,4,4,21,0,0.4602032825077466,0.46020328250774667,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,17DRP5sb8fy_case_0034,17DRP5sb8fy,multi,5,4,evaluable,16,2,1,16,0,0.8070648410455045,0.8112984607373385,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,17DRP5sb8fy_case_0035,17DRP5sb8fy,multi,5,8,evaluable,27,5,1,18,0,0.8195028754735993,0.7846954551729521,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,17DRP5sb8fy_case_0036,17DRP5sb8fy,multi,5,1,evaluable,1,1,0,2,0,0.5583088352364156,0.5583088352364156,0,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,17DRP5sb8fy_case_0037,17DRP5sb8fy,multi,5,1,not_applicable_no_target_hypothesis,0,0,0,1,0,,,0,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,17DRP5sb8fy_case_0038,17DRP5sb8fy,multi,5,4,evaluable,8,2,0,5,0,0.5505296370030833,0.5505296370030833,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,17DRP5sb8fy_case_0039,17DRP5sb8fy,multi,5,4,evaluable,14,2,0,12,0,0.6954291520261714,0.6728025429192808,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,17DRP5sb8fy_case_0040,17DRP5sb8fy,multi,5,8,evaluable,22,5,1,13,0,0.6282418727259241,0.6736211312993469,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,17DRP5sb8fy_case_0041,17DRP5sb8fy,multi,5,1,evaluable,1,1,0,2,0,0.6164980030045673,0.6164980030045673,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,17DRP5sb8fy_case_0042,17DRP5sb8fy,multi,5,1,evaluable,1,1,0,2,0,0.6322124872226648,0.6322124872226648,0,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,17DRP5sb8fy_case_0043,17DRP5sb8fy,multi,5,4,evaluable,2,2,0,2,0,0.6443102913121055,0.6443102913121055,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,17DRP5sb8fy_case_0044,17DRP5sb8fy,multi,5,4,evaluable,16,2,0,13,0,0.5202994194369207,0.4582440795175075,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,17DRP5sb8fy_case_0045,17DRP5sb8fy,multi,5,8,evaluable,22,4,1,10,0,0.6400180877023757,0.636449142014134,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,r47D5H71a5s_case_0007,r47D5H71a5s,single,1,1,evaluable,17,1,0,18,0,0.1251882460190273,0.1251882460190273,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,r47D5H71a5s_case_0008,r47D5H71a5s,single,1,4,evaluable,78,4,0,29,0,0.7076920154060884,0.7143560326364289,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,r47D5H71a5s_case_0009,r47D5H71a5s,single,1,4,evaluable,64,4,0,25,0,0.5160423245301826,0.5103378223345107,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,r47D5H71a5s_case_0010,r47D5H71a5s,single,1,8,evaluable,90,8,0,12,0,0.5803478266989883,0.5843800509740232,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,r47D5H71a5s_case_0011,r47D5H71a5s,single,1,1,evaluable,3,1,0,4,0,0.6323567590587781,0.6323567590587781,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,r47D5H71a5s_case_0012,r47D5H71a5s,single,1,1,evaluable,11,1,0,12,0,0.2996163402720286,0.2996163402720286,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,r47D5H71a5s_case_0013,r47D5H71a5s,single,1,4,evaluable,116,4,0,29,0,0.5029922520682983,0.5029922520682983,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,r47D5H71a5s_case_0014,r47D5H71a5s,single,1,4,evaluable,22,3,0,15,0,0.5904375098087522,0.6001168436208385,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,r47D5H71a5s_case_0015,r47D5H71a5s,single,1,8,evaluable,217,8,0,29,0,0.5219028235678591,0.525567588198725,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,r47D5H71a5s_case_0016,r47D5H71a5s,multi,3,1,evaluable,3,1,0,4,0,0.2485887979504071,0.2485887979504071,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,r47D5H71a5s_case_0017,r47D5H71a5s,multi,3,1,evaluable,3,1,0,4,0,0.42686603819422714,0.42686603819422714,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,r47D5H71a5s_case_0018,r47D5H71a5s,multi,3,4,evaluable,24,2,0,22,0,0.6176229980337257,0.6264411092679836,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,r47D5H71a5s_case_0019,r47D5H71a5s,multi,3,4,evaluable,22,3,0,18,0,0.32746807947024065,0.33942885858063154,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,r47D5H71a5s_case_0020,r47D5H71a5s,multi,3,8,evaluable,63,8,0,16,0,0.5382645743287152,0.547866432371748,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,r47D5H71a5s_case_0036,r47D5H71a5s,multi,5,1,evaluable,1,1,0,2,0,0.6064093887038811,0.6064093887038811,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,r47D5H71a5s_case_0041,r47D5H71a5s,multi,5,1,not_applicable_no_target_hypothesis,0,0,0,1,0,,,0,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,r47D5H71a5s_case_0042,r47D5H71a5s,multi,5,1,evaluable,2,1,0,3,0,0.6561570460630433,0.6561570460630433,0,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,r47D5H71a5s_case_0043,r47D5H71a5s,multi,5,4,evaluable,2,1,0,3,0,0.3444304265135613,0.3444304265135613,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,r47D5H71a5s_case_0044,r47D5H71a5s,multi,5,4,evaluable,6,2,0,5,0,0.528815801446833,0.5677058279255192,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,r47D5H71a5s_case_0045,r47D5H71a5s,multi,5,8,evaluable,17,4,0,11,0,0.5910004225754971,0.6437337727240212,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,zsNo4HB9uLZ_case_0001,zsNo4HB9uLZ,single,1,1,not_applicable_no_target_hypothesis,0,0,1,1,0,,,0,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,zsNo4HB9uLZ_case_0002,zsNo4HB9uLZ,single,1,1,not_applicable_no_target_hypothesis,0,0,1,1,0,,,0,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,zsNo4HB9uLZ_case_0003,zsNo4HB9uLZ,single,1,4,evaluable,105,4,0,29,0,0.6472319749362322,0.6529455364279915,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,zsNo4HB9uLZ_case_0004,zsNo4HB9uLZ,single,1,4,evaluable,49,4,0,29,0,0.5030712748805064,0.4922196331410294,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,zsNo4HB9uLZ_case_0005,zsNo4HB9uLZ,single,1,8,evaluable,33,7,0,9,0,0.5763197335713545,0.6354977758788526,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,zsNo4HB9uLZ_case_0006,zsNo4HB9uLZ,single,1,1,evaluable,5,1,0,6,0,0.7393130023459069,0.7393130023459069,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,zsNo4HB9uLZ_case_0008,zsNo4HB9uLZ,single,1,4,evaluable,23,4,0,8,0,0.796829554977905,0.770329122108367,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,zsNo4HB9uLZ_case_0009,zsNo4HB9uLZ,single,1,4,evaluable,24,4,0,6,0,0.28070431617532826,0.28070431617532826,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,zsNo4HB9uLZ_case_0010,zsNo4HB9uLZ,single,1,8,evaluable,98,6,0,29,0,0.5163202719504169,0.5800939443084473,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,zsNo4HB9uLZ_case_0011,zsNo4HB9uLZ,single,1,1,evaluable,29,1,0,29,0,0.44696534997052717,0.44696534997052717,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,zsNo4HB9uLZ_case_0012,zsNo4HB9uLZ,single,1,1,evaluable,3,1,0,4,0,0.7133358144000365,0.7133358144000365,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,zsNo4HB9uLZ_case_0013,zsNo4HB9uLZ,single,1,4,evaluable_with_invalid_target_time_excluded,12,4,0,4,0,0.6988434342710034,0.6988434342710034,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,zsNo4HB9uLZ_case_0014,zsNo4HB9uLZ,single,1,4,evaluable,3,3,0,2,0,0.5603730486458538,0.5603730486458538,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,zsNo4HB9uLZ_case_0015,zsNo4HB9uLZ,single,1,8,evaluable,40,7,0,13,0,0.6806676338205946,0.761351050038544,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,zsNo4HB9uLZ_case_0016,zsNo4HB9uLZ,multi,3,1,evaluable,29,1,0,29,0,0.43065543279177837,0.43065543279177837,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,zsNo4HB9uLZ_case_0017,zsNo4HB9uLZ,multi,3,1,evaluable,1,1,0,2,0,0.8529679723075616,0.8529679723075616,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,zsNo4HB9uLZ_case_0018,zsNo4HB9uLZ,multi,3,4,evaluable,29,3,0,14,0,0.6250297207095722,0.6812760402113609,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,zsNo4HB9uLZ_case_0019,zsNo4HB9uLZ,multi,3,4,evaluable,12,4,0,7,0,0.6956090838968664,0.601035980319794,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,zsNo4HB9uLZ_case_0020,zsNo4HB9uLZ,multi,3,8,evaluable,43,7,0,13,0,0.5944232568222735,0.5449825313224911,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,zsNo4HB9uLZ_case_0045,zsNo4HB9uLZ,multi,5,8,evaluable,17,6,0,6,0,0.5939651379607916,0.6171098957911019,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,JF19kD82Mey_case_0003,JF19kD82Mey,single,1,4,evaluable,50,3,0,29,0,0.7131589898613455,0.7837408908692473,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,JF19kD82Mey_case_0004,JF19kD82Mey,single,1,4,evaluable,112,4,0,29,0,0.5459852476940312,0.5470803701808117,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,JF19kD82Mey_case_0006,JF19kD82Mey,single,1,1,evaluable,1,1,0,2,0,0.9506455925495522,0.9506455925495522,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,JF19kD82Mey_case_0007,JF19kD82Mey,single,1,1,evaluable,12,1,0,12,0,0.6395300175488535,0.6395300175488535,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,JF19kD82Mey_case_0016,JF19kD82Mey,multi,3,1,not_applicable_no_target_hypothesis,0,0,0,1,0,,,0,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,JF19kD82Mey_case_0018,JF19kD82Mey,multi,3,4,evaluable,3,2,0,3,0,0.7074339715601073,0.6823673158286031,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,JF19kD82Mey_case_0020,JF19kD82Mey,multi,3,8,evaluable,24,5,0,13,0,0.572453772804995,0.5967851807010259,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,JF19kD82Mey_case_0021,JF19kD82Mey,multi,3,1,evaluable,20,1,0,21,0,0.8792727608488251,0.8792727608488251,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,JF19kD82Mey_case_0022,JF19kD82Mey,multi,3,1,evaluable,1,1,0,2,0,0.4918348820118644,0.4918348820118644,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,JF19kD82Mey_case_0023,JF19kD82Mey,multi,3,4,evaluable,4,2,0,4,0,0.5006547306713034,0.584404462359045,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,JF19kD82Mey_case_0024,JF19kD82Mey,multi,3,4,evaluable,6,3,0,4,0,0.6533077897562628,0.649989635258806,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,JF19kD82Mey_case_0025,JF19kD82Mey,multi,3,8,evaluable,36,7,0,13,0,0.7080872478437499,0.7461013402104689,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,JF19kD82Mey_case_0026,JF19kD82Mey,multi,3,1,not_applicable_no_target_hypothesis,0,0,0,1,0,,,0,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,JF19kD82Mey_case_0027,JF19kD82Mey,multi,3,1,not_applicable_no_target_hypothesis,0,0,0,1,0,,,0,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,JF19kD82Mey_case_0028,JF19kD82Mey,multi,3,4,evaluable,11,3,0,6,0,0.6354723757143936,0.6291696270351036,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,JF19kD82Mey_case_0029,JF19kD82Mey,multi,3,4,evaluable,11,3,0,6,0,0.8859641750139584,0.9004302440215256,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,JF19kD82Mey_case_0030,JF19kD82Mey,multi,3,8,evaluable,11,4,0,7,0,0.6596518805720358,0.6529503297894472,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,JF19kD82Mey_case_0031,JF19kD82Mey,multi,5,1,evaluable,4,1,0,5,0,0.45575105259085225,0.45575105259085225,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,JF19kD82Mey_case_0032,JF19kD82Mey,multi,5,1,not_applicable_no_target_hypothesis,0,0,0,1,0,,,0,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,JF19kD82Mey_case_0033,JF19kD82Mey,multi,5,4,evaluable,3,2,0,3,0,0.7042178996364713,0.6741729687187564,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,RPmz2sHmrrY_case_0021,RPmz2sHmrrY,multi,3,1,evaluable,1,1,0,2,0,0.918966937289001,0.918966937289001,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,RPmz2sHmrrY_case_0022,RPmz2sHmrrY,multi,3,1,evaluable,1,1,0,2,0,0.918197784432182,0.918197784432182,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,RPmz2sHmrrY_case_0023,RPmz2sHmrrY,multi,3,4,evaluable,16,3,0,9,0,0.5972157634877582,0.5938234702642716,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,RPmz2sHmrrY_case_0024,RPmz2sHmrrY,multi,3,4,evaluable,9,3,0,5,0,0.6590351644467801,0.708587924054291,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,RPmz2sHmrrY_case_0025,RPmz2sHmrrY,multi,3,8,evaluable,34,4,0,20,0,0.6441491612977455,0.6925157054775064,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,RPmz2sHmrrY_case_0026,RPmz2sHmrrY,multi,3,1,evaluable,5,1,0,6,0,0.9340436922230413,0.9340436922230413,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,RPmz2sHmrrY_case_0027,RPmz2sHmrrY,multi,3,1,not_applicable_no_target_hypothesis,0,0,0,1,0,,,0,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,RPmz2sHmrrY_case_0028,RPmz2sHmrrY,multi,3,4,evaluable,50,3,0,29,0,0.7555040290500591,0.670611814659788,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,RPmz2sHmrrY_case_0029,RPmz2sHmrrY,multi,3,4,evaluable,29,4,0,24,0,0.6912738399263453,0.6714117203874859,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,RPmz2sHmrrY_case_0030,RPmz2sHmrrY,multi,3,8,evaluable,32,5,0,19,0,0.7333611198967608,0.7442529913604446,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,RPmz2sHmrrY_case_0031,RPmz2sHmrrY,multi,5,1,not_applicable_no_target_hypothesis,0,0,0,1,0,,,0,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,RPmz2sHmrrY_case_0032,RPmz2sHmrrY,multi,5,1,not_applicable_no_target_hypothesis,0,0,0,1,0,,,0,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,RPmz2sHmrrY_case_0033,RPmz2sHmrrY,multi,5,4,evaluable,1,1,0,2,0,0.6542108451720894,0.6542108451720894,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,RPmz2sHmrrY_case_0034,RPmz2sHmrrY,multi,5,4,evaluable,6,2,0,6,0,0.7888630097373333,0.6983137017593668,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,RPmz2sHmrrY_case_0035,RPmz2sHmrrY,multi,5,8,evaluable,10,3,0,6,0,0.7421655617874743,0.6997248899424792,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,RPmz2sHmrrY_case_0036,RPmz2sHmrrY,multi,5,1,evaluable,13,1,0,14,0,0.7419613931299,0.7419613931299,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,RPmz2sHmrrY_case_0037,RPmz2sHmrrY,multi,5,1,not_applicable_no_target_hypothesis,0,0,0,1,0,,,0,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,RPmz2sHmrrY_case_0038,RPmz2sHmrrY,multi,5,4,evaluable,8,3,0,6,0,0.7077661742472965,0.6443205040015902,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,RPmz2sHmrrY_case_0039,RPmz2sHmrrY,multi,5,4,evaluable,8,3,0,4,0,0.5156650786688178,0.5308758622648883,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,RPmz2sHmrrY_case_0040,RPmz2sHmrrY,multi,5,8,evaluable,20,5,0,6,0,0.710970928409529,0.7106101212631284,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,17DRP5sb8fy_case_0001,17DRP5sb8fy,single,1,1,not_applicable_no_target_hypothesis,0,0,1,1,0,,,0,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,17DRP5sb8fy_case_0002,17DRP5sb8fy,single,1,1,evaluable,11,1,0,11,0,0.41179993632671685,0.41179993632671685,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,17DRP5sb8fy_case_0003,17DRP5sb8fy,single,1,4,evaluable,116,4,0,29,0,0.6011071591720456,0.6011071591720456,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,17DRP5sb8fy_case_0004,17DRP5sb8fy,single,1,4,evaluable,38,3,0,29,0,0.3191423017942769,0.3072576594677254,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,17DRP5sb8fy_case_0005,17DRP5sb8fy,single,1,8,evaluable,50,6,0,16,0,0.4602932650948545,0.5834682207309279,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,17DRP5sb8fy_case_0006,17DRP5sb8fy,single,1,1,evaluable,7,1,0,8,0,0.7552487530508879,0.7552487530508879,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,17DRP5sb8fy_case_0007,17DRP5sb8fy,single,1,1,evaluable,3,1,0,3,0,0.9936028383363844,0.9936028383363844,0,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,17DRP5sb8fy_case_0033,17DRP5sb8fy,multi,5,4,evaluable,44,4,4,12,0,0.591208582164522,0.5912085821645221,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,17DRP5sb8fy_case_0034,17DRP5sb8fy,multi,5,4,evaluable,16,2,1,16,0,0.7959272680510585,0.8262946297007974,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,17DRP5sb8fy_case_0035,17DRP5sb8fy,multi,5,8,evaluable,32,6,1,18,0,0.8718609427891493,0.8563587605872427,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,17DRP5sb8fy_case_0036,17DRP5sb8fy,multi,5,1,evaluable,1,1,0,2,0,0.6083207314533373,0.6083207314533373,0,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,17DRP5sb8fy_case_0037,17DRP5sb8fy,multi,5,1,not_applicable_no_target_hypothesis,0,0,0,1,0,,,0,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,17DRP5sb8fy_case_0038,17DRP5sb8fy,multi,5,4,evaluable,7,2,0,5,0,0.4842705335470917,0.5217223383070193,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,17DRP5sb8fy_case_0039,17DRP5sb8fy,multi,5,4,evaluable,10,2,0,7,0,0.4751511004022233,0.4549912199721603,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,17DRP5sb8fy_case_0040,17DRP5sb8fy,multi,5,8,evaluable,34,6,1,17,0,0.6244924506305195,0.6947685060047397,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,17DRP5sb8fy_case_0041,17DRP5sb8fy,multi,5,1,evaluable,17,1,0,18,0,0.4866106148952833,0.4866106148952833,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,17DRP5sb8fy_case_0042,17DRP5sb8fy,multi,5,1,not_applicable_no_target_hypothesis,0,0,0,1,0,,,0,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,17DRP5sb8fy_case_0043,17DRP5sb8fy,multi,5,4,evaluable,4,2,0,4,0,0.7875645021689138,0.7342130911958191,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,17DRP5sb8fy_case_0044,17DRP5sb8fy,multi,5,4,evaluable,5,2,0,5,0,0.292310946779352,0.410107896092279,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,17DRP5sb8fy_case_0045,17DRP5sb8fy,multi,5,8,evaluable,11,4,0,5,0,0.5630431750861942,0.5730917740431409,1,not_estimable_no_ungrounded_predictions,0
